40.53641002202607,-74.1642640198284,Address,"Street number",Street,City,State,Country,Zip,"Address components"
40.72062585106628,-73.99497105001717,"158 Elizabeth St, New York, NY 10012, USA",158,"Elizabeth Street","New York","New York","United States",10012,"158, Elizabeth Street, Lower Manhattan, Manhattan, New York, New York County, New York, United States, 10012, 4603"
40.72062585106628,-73.99497105001717,"158 Elizabeth St, New York, NY 10012, USA",158,"Elizabeth Street","New York","New York","United States",10012,"158, Elizabeth Street, Lower Manhattan, Manhattan, New York, New York County, New York, United States, 10012, 4603"
40.71320300050222,-73.98387957333794,"36 Gouverneur St, New York, NY 10002, USA",36,"Gouverneur Street","New York","New York","United States",10002,"36, Gouverneur Street, Lower East Side, Manhattan, New York, New York County, New York, United States, 10002"
40.71320300050222,-73.98387957333794,"36 Gouverneur St, New York, NY 10002, USA",36,"Gouverneur Street","New York","New York","United States",10002,"36, Gouverneur Street, Lower East Side, Manhattan, New York, New York County, New York, United States, 10002"
40.81469181945966,-73.92170626784082,"327 E 145th St, Bronx, NY 10451, USA",327,"East 145th Street",,"New York","United States",10451,"327, East 145th Street, West Bronx, Bronx, Bronx County, New York, United States, 10451"
40.83554175657315,-73.81804507546133,"1048 Dean Ave, Bronx, NY 10465, USA",1048,"Dean Avenue",,"New York","United States",10465,"1048, Dean Avenue, East Bronx, Bronx, Bronx County, New York, United States, 10465, 1505"
40.83554175657315,-73.81804507546133,"1048 Dean Ave, Bronx, NY 10465, USA",1048,"Dean Avenue",,"New York","United States",10465,"1048, Dean Avenue, East Bronx, Bronx, Bronx County, New York, United States, 10465, 1505"
40.66157017290012,-73.851852936113,"83-0-83-98 Shore Pkwy N, Howard Beach, NY 11414, USA",83-0-83-98,"Shore Parkway North",,"New York","United States",11414,"83-0-83-98, Shore Parkway North, Howard Beach, Queens, Queens County, New York, United States, 11414"
40.66157017290012,-73.851852936113,"83-0-83-98 Shore Pkwy N, Howard Beach, NY 11414, USA",83-0-83-98,"Shore Parkway North",,"New York","United States",11414,"83-0-83-98, Shore Parkway North, Howard Beach, Queens, Queens County, New York, United States, 11414"
40.82635829148203,-73.89883478944645,"1178 Prospect Ave, Bronx, NY 10459, USA",1178,"Prospect Avenue",,"New York","United States",10459,"1178, Prospect Avenue, Morrisania, Bronx, Bronx County, New York, United States, 10459"
40.75831794895932,-73.91068380578159,"31-2 48th St, Astoria, NY 11103, USA",31-2,"48th Street",,"New York","United States",11103,"31-2, 48th Street, Astoria, Queens, Queens County, New York, United States, 11103"
40.68280834253626,-73.85112791439656,"101-0 89th St, Ozone Park, NY 11416, USA",101-0,"89th Street",,"New York","United States",11416,"101-0, 89th Street, Ozone Park, Queens, Queens County, New York, United States, 11416"
40.68280834253626,-73.85112791439656,"101-0 89th St, Ozone Park, NY 11416, USA",101-0,"89th Street",,"New York","United States",11416,"101-0, 89th Street, Ozone Park, Queens, Queens County, New York, United States, 11416"
40.68280834253626,-73.85112791439656,"101-0 89th St, Ozone Park, NY 11416, USA",101-0,"89th Street",,"New York","United States",11416,"101-0, 89th Street, Ozone Park, Queens, Queens County, New York, United States, 11416"
40.61491733821532,-74.08196743252314,"162-180 Park Hill Ave, Staten Island, NY 10304, USA",162-180,"Park Hill Avenue",,"New York","United States",10304,"162-180, Park Hill Avenue, Park Hill, Staten Island, Richmond County, New York, United States, 10304"
40.757157720915465,-73.90820921116642,"50-16-50-20 31st Ave, Woodside, NY 11377, USA",50-16-50-20,"31st Avenue",,"New York","United States",11377,"50-16-50-20, 31st Avenue, Woodside, Queens, Queens County, New York, United States, 11377"
40.757157720915465,-73.90820921116642,"50-16-50-20 31st Ave, Woodside, NY 11377, USA",50-16-50-20,"31st Avenue",,"New York","United States",11377,"50-16-50-20, 31st Avenue, Woodside, Queens, Queens County, New York, United States, 11377"
40.640478864168756,-73.95036903781539,"409-411 E 28th St, Brooklyn, NY 11226, USA",409-411,"East 28th Street",,"New York","United States",11226,"409-411, East 28th Street, East Flatbush, Brooklyn, Kings County, New York, United States, 11226, 7807"
40.640478864168756,-73.95036903781539,"409-411 E 28th St, Brooklyn, NY 11226, USA",409-411,"East 28th Street",,"New York","United States",11226,"409-411, East 28th Street, East Flatbush, Brooklyn, Kings County, New York, United States, 11226, 7807"
40.640478864168756,-73.95036903781539,"409-411 E 28th St, Brooklyn, NY 11226, USA",409-411,"East 28th Street",,"New York","United States",11226,"409-411, East 28th Street, East Flatbush, Brooklyn, Kings County, New York, United States, 11226, 7807"
40.640478864168756,-73.95036903781539,"409-411 E 28th St, Brooklyn, NY 11226, USA",409-411,"East 28th Street",,"New York","United States",11226,"409-411, East 28th Street, East Flatbush, Brooklyn, Kings County, New York, United States, 11226, 7807"
40.65295215331262,-73.91101587451686,"9698 Avenue B, Brooklyn, NY 11236, USA",9698,"Avenue B",,"New York","United States",11236,"9698, Avenue B, Brownsville, Brooklyn, Kings County, New York, United States, 11236"
40.794233288856404,-73.94694622590342,"101-139 E 108th St, New York, NY 10029, USA",101-139,"East 108th Street","New York","New York","United States",10029,"101-139, East 108th Street, Upper Manhattan, Manhattan, New York, New York County, New York, United States, 10029"
40.794233288856404,-73.94694622590342,"101-139 E 108th St, New York, NY 10029, USA",101-139,"East 108th Street","New York","New York","United States",10029,"101-139, East 108th Street, Upper Manhattan, Manhattan, New York, New York County, New York, United States, 10029"
40.794233288856404,-73.94694622590342,"101-139 E 108th St, New York, NY 10029, USA",101-139,"East 108th Street","New York","New York","United States",10029,"101-139, East 108th Street, Upper Manhattan, Manhattan, New York, New York County, New York, United States, 10029"
40.794233288856404,-73.94694622590342,"101-139 E 108th St, New York, NY 10029, USA",101-139,"East 108th Street","New York","New York","United States",10029,"101-139, East 108th Street, Upper Manhattan, Manhattan, New York, New York County, New York, United States, 10029"
40.76357403810166,-73.92188187466773,"31-1 33rd St, Astoria, NY 11106, USA",31-1,"33rd Street",,"New York","United States",11106,"31-1, 33rd Street, Astoria, Queens, Queens County, New York, United States, 11106"
40.64703014758171,-73.92018409963796,"8500 Avenue B, Brooklyn, NY 11236, USA",8500,"Avenue B",,"New York","United States",11236,"8500, Avenue B, East Flatbush, Brooklyn, Kings County, New York, United States, 11236, 1216"
40.64703014758171,-73.92018409963796,"8500 Avenue B, Brooklyn, NY 11236, USA",8500,"Avenue B",,"New York","United States",11236,"8500, Avenue B, East Flatbush, Brooklyn, Kings County, New York, United States, 11236, 1216"
40.67174907846653,-73.9863805955474,"286-288 6th St, Brooklyn, NY 11215, USA",286-288,"6th Street",,"New York","United States",11215,"286-288, 6th Street, Brooklyn, Kings County, New York, United States, 11215"
40.67174907846653,-73.9863805955474,"286-288 6th St, Brooklyn, NY 11215, USA",286-288,"6th Street",,"New York","United States",11215,"286-288, 6th Street, Brooklyn, Kings County, New York, United States, 11215"
40.81947926289611,-73.9268779616802,"150 E 150th St, Bronx, NY 10451, USA",150,"East 150th Street",,"New York","United States",10451,"150, East 150th Street, West Bronx, Bronx, Bronx County, New York, United States, 10451, 5251"
40.87687849196472,-73.90339007949372,"3028 Bailey Ave, Bronx, NY 10463, USA",3028,"Bailey Avenue",,"New York","United States",10463,"3028, Bailey Avenue, West Bronx, Bronx, Bronx County, New York, United States, 10463"
40.719396293413915,-74.0018831158253,"418 Broadway, New York, NY 10013, USA",418,Broadway,"New York","New York","United States",10013,"418, Broadway, Lower Manhattan, Manhattan, New York, New York County, New York, United States, 10013, 2519"
40.68505794761587,-73.90768828800897,"717 Chauncey St, Brooklyn, NY 11207, USA",717,"Chauncey Street",,"New York","United States",11207,"717, Chauncey Street, Bushwick, Brooklyn, Kings County, New York, United States, 11207, 1424"
40.68505794761587,-73.90768828800897,"717 Chauncey St, Brooklyn, NY 11207, USA",717,"Chauncey Street",,"New York","United States",11207,"717, Chauncey Street, Bushwick, Brooklyn, Kings County, New York, United States, 11207, 1424"
40.83648787376752,-73.91434811160978,"1311 Sheridan Ave, Bronx, NY 10456, USA",1311,"Sheridan Avenue",,"New York","United States",10456,"1311, Sheridan Avenue, Claremont, Bronx, Bronx County, New York, United States, 10456"
40.83648787376752,-73.91434811160978,"1311 Sheridan Ave, Bronx, NY 10456, USA",1311,"Sheridan Avenue",,"New York","United States",10456,"1311, Sheridan Avenue, Claremont, Bronx, Bronx County, New York, United States, 10456"
40.83648787376752,-73.91434811160978,"1311 Sheridan Ave, Bronx, NY 10456, USA",1311,"Sheridan Avenue",,"New York","United States",10456,"1311, Sheridan Avenue, Claremont, Bronx, Bronx County, New York, United States, 10456"
40.86396192092114,-73.89102989866011,"346-348 E 194th St, Bronx, NY 10458, USA",346-348,"East 194th Street",,"New York","United States",10458,"346-348, East 194th Street, Fordham Manor, Bronx, Bronx County, New York, United States, 10458"
40.82519205149975,-73.91628489468451,"3186-3198 Park Ave, Bronx, NY 10451, USA",3186-3198,"Park Avenue",,"New York","United States",10451,"3186-3198, Park Avenue, West Bronx, Bronx, Bronx County, New York, United States, 10451, 4068"
40.63974955959159,-73.95227927425147,"436 E 26th St, Brooklyn, NY 11226, USA",436,"East 26th Street",,"New York","United States",11226,"436, East 26th Street, Flatbush - Ditmas Park, Brooklyn, Kings County, New York, United States, 11226, 7711"
40.63974955959159,-73.95227927425147,"436 E 26th St, Brooklyn, NY 11226, USA",436,"East 26th Street",,"New York","United States",11226,"436, East 26th Street, Flatbush - Ditmas Park, Brooklyn, Kings County, New York, United States, 11226, 7711"
40.574142352623724,-73.9973110565898,"2942-2950 W 31st St, Brooklyn, NY 11224, USA",2942-2950,"West 31st Street",,"New York","United States",11224,"2942-2950, West 31st Street, Coney Island, Brooklyn, Kings County, New York, United States, 11224"
40.83079776835853,-73.8539297396009,"1161 Olmstead Ave, Bronx, NY 10472, USA",1161,"Olmstead Avenue",,"New York","United States",10472,"1161, Olmstead Avenue, East Bronx, Bronx, Bronx County, New York, United States, 10472, 5292"
40.6909048008932,-73.98599084507704,"418-422 Fulton St, Brooklyn, NY 11201, USA",418-422,"Fulton Street",,"New York","United States",11201,"418-422, Fulton Street, Downtown Brooklyn, Brooklyn, Kings County, New York, United States, 11201, 5214"
40.690621934777276,-73.9317791239979,"910A Greene Ave, Brooklyn, NY 11221, USA",910A,"Greene Avenue",,"New York","United States",11221,"910A, Greene Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, New York, United States, 11221"
40.81728244021956,-73.90644271274034,"724-728 Westchester Ave, Bronx, NY 10455, USA",724-728,"Westchester Avenue",,"New York","United States",10455,"724-728, Westchester Avenue, West Bronx, Bronx, Bronx County, New York, United States, 10455"
40.691390540550465,-73.98531281757941,"388 Bridge Street, Brooklyn, NY 11201, USA",,,,"New York","United States",11201,"388 Bridge Street, Downtown Brooklyn, Brooklyn, Kings County, New York, United States, 11201"
40.86943815877587,-73.85208404019043,"1217-1219 Adee Ave, Bronx, NY 10469, USA",1217-1219,"Adee Avenue",,"New York","United States",10469,"1217-1219, Adee Avenue, East Bronx, Bronx, Bronx County, New York, United States, 10469"
40.688683767646864,-73.92253933597351,"840A Monroe St, Brooklyn, NY 11221, USA",840A,"Monroe Street",,"New York","United States",11221,"840A, Monroe Street, Bedford-Stuyvesant, Brooklyn, Kings County, New York, United States, 11221"
40.688683767646864,-73.92253933597351,"840A Monroe St, Brooklyn, NY 11221, USA",840A,"Monroe Street",,"New York","United States",11221,"840A, Monroe Street, Bedford-Stuyvesant, Brooklyn, Kings County, New York, United States, 11221"
40.688683767646864,-73.92253933597351,"840A Monroe St, Brooklyn, NY 11221, USA",840A,"Monroe Street",,"New York","United States",11221,"840A, Monroe Street, Bedford-Stuyvesant, Brooklyn, Kings County, New York, United States, 11221"
